"AccessionID","State","Lineage"
"EPI_ISL_4051791","Sarawak","AY.23"
"EPI_ISL_4051792","Sarawak","AY.23"
"EPI_ISL_4051797","Sarawak","AY.23"
"EPI_ISL_4051798","Sarawak","AY.23"
"EPI_ISL_4051799","Sarawak","AY.23"
"EPI_ISL_4051801","Sarawak","AY.23"
"EPI_ISL_4051802","Sarawak","AY.23"
"EPI_ISL_4051803","Sarawak","AY.23"
"EPI_ISL_4051804","Sarawak","AY.23"
"EPI_ISL_4051805","Sarawak","AY.23"
"EPI_ISL_4051809","Sarawak","AY.23"
"EPI_ISL_4051812","Sarawak","AY.23"
"EPI_ISL_4051814","Sarawak","AY.23"
"EPI_ISL_4051815","Sarawak","AY.23"
"EPI_ISL_4051817","Sarawak","AY.23"
"EPI_ISL_4051818","Sarawak","AY.23"
"EPI_ISL_4051819","Sarawak","AY.23"
"EPI_ISL_4051821","Sarawak","AY.23"
"EPI_ISL_4051822","Sarawak","AY.23"
"EPI_ISL_4051824","Sarawak","AY.23"
"EPI_ISL_4051826","Sarawak","AY.23"
"EPI_ISL_4051827","Sarawak","AY.23"
"EPI_ISL_4051830","Sarawak","AY.23"
"EPI_ISL_4051831","Sarawak","AY.23"
"EPI_ISL_4051837","Sarawak","AY.23"
"EPI_ISL_4051838","Sarawak","AY.23"
"EPI_ISL_4051842","Sarawak","AY.23"
"EPI_ISL_4051844","Sarawak","AY.23"
"EPI_ISL_4051845","Sarawak","AY.23"
"EPI_ISL_4051677","Sarawak","AY.23"
"EPI_ISL_4051680","Sarawak","AY.23"
"EPI_ISL_4051681","Sarawak","AY.23"
"EPI_ISL_4051682","Sarawak","AY.23"
"EPI_ISL_4051685","Sarawak","AY.23"
"EPI_ISL_4051689","Sarawak","AY.23"
"EPI_ISL_4051690","Sarawak","AY.23"
"EPI_ISL_4051691","Sarawak","AY.23"
"EPI_ISL_4051692","Sarawak","AY.23"
"EPI_ISL_4051693","Sarawak","AY.23"
"EPI_ISL_4051694","Sarawak","AY.23"
"EPI_ISL_4051697","Sarawak","AY.23"
"EPI_ISL_4051698","Sarawak","AY.23"
"EPI_ISL_4051699","Sarawak","AY.23"
"EPI_ISL_4051700","Sarawak","AY.23"
"EPI_ISL_4051701","Sarawak","AY.23"
"EPI_ISL_4051705","Sarawak","AY.23"
"EPI_ISL_4051706","Sarawak","AY.23"
"EPI_ISL_4051707","Sarawak","AY.23"
"EPI_ISL_4051708","Sarawak","AY.23"
"EPI_ISL_4051710","Sarawak","AY.23"
"EPI_ISL_4051711","Sarawak","AY.23"
"EPI_ISL_4051712","Sarawak","AY.23"
"EPI_ISL_4051714","Sarawak","AY.23"
"EPI_ISL_4051716","Sarawak","AY.23"
"EPI_ISL_4051717","Sarawak","AY.23"
"EPI_ISL_4051718","Sarawak","AY.23"
"EPI_ISL_4051719","Sarawak","AY.23"
"EPI_ISL_4051720","Sarawak","AY.23"
"EPI_ISL_4051721","Sarawak","AY.23"
"EPI_ISL_4051722","Sarawak","AY.23"
"EPI_ISL_4051723","Sarawak","AY.23"
"EPI_ISL_4051724","Sarawak","AY.23"
"EPI_ISL_4051725","Sarawak","AY.23"
"EPI_ISL_4051727","Sarawak","AY.23"
"EPI_ISL_4051728","Sarawak","AY.23"
"EPI_ISL_4051730","Sarawak","AY.23"
"EPI_ISL_4051731","Sarawak","AY.23"
"EPI_ISL_4051733","Sarawak","AY.23"
"EPI_ISL_4051735","Sarawak","AY.23"
"EPI_ISL_4051737","Sarawak","AY.23"
"EPI_ISL_4051740","Sarawak","AY.23"
"EPI_ISL_4051741","Sarawak","AY.23"
"EPI_ISL_4051846","Sarawak","AY.23"
"EPI_ISL_4051744","Sarawak","AY.23"
"EPI_ISL_4051745","Sarawak","AY.23"
"EPI_ISL_4051746","Sarawak","AY.23"
"EPI_ISL_4051747","Sarawak","AY.23"
"EPI_ISL_4051749","Sarawak","AY.23"
"EPI_ISL_4051750","Sarawak","AY.23"
"EPI_ISL_4051751","Sarawak","AY.23"
"EPI_ISL_4051752","Sarawak","AY.23"
"EPI_ISL_4051754","Sarawak","AY.23"
"EPI_ISL_4051755","Sarawak","AY.23"
"EPI_ISL_4051756","Sarawak","AY.23"
"EPI_ISL_4051757","Sarawak","AY.23"
"EPI_ISL_4051758","Sarawak","AY.23"
"EPI_ISL_4051759","Sarawak","AY.23"
"EPI_ISL_4051764","Sarawak","AY.23"
"EPI_ISL_4051848","Sarawak","AY.23"
"EPI_ISL_4051852","Sarawak","AY.23"
"EPI_ISL_4051859","Sarawak","AY.23"
"EPI_ISL_4051860","Sarawak","AY.23"
"EPI_ISL_4051861","Sarawak","AY.23"
"EPI_ISL_4051864","Sarawak","AY.23"
"EPI_ISL_4051715","Sarawak","AY.23"
"EPI_ISL_4051782","Sarawak","AY.23"
"EPI_ISL_4051828","Sarawak","AY.23"
"EPI_ISL_4051796","Sarawak","AY.23"
"EPI_ISL_4051794","Sarawak","AY.23"
"EPI_ISL_4051789","Sarawak","AY.23"
"EPI_ISL_4051760","Sarawak","AY.23"
"EPI_ISL_4051736","Sarawak","AY.23"
"EPI_ISL_4051734","Sarawak","AY.23"
"EPI_ISL_4051713","Sarawak","AY.23"
"EPI_ISL_4051702","Sarawak","AY.23"
"EPI_ISL_4051703","Sarawak","AY.23"
"EPI_ISL_4051687","Sarawak","AY.23"
"EPI_ISL_4051684","Sarawak","AY.23"
"EPI_ISL_4051847","Sarawak","B.1.617.2"
"EPI_ISL_4051850","Sarawak","AY.23"
"EPI_ISL_3769365","Pahang","AY.23"
"EPI_ISL_3769367","Pahang","AY.23"
"EPI_ISL_3769369","Pahang","AY.23"
"EPI_ISL_3945542","Johor","AY.23"
"EPI_ISL_3858185","Johor","AY.23"
"EPI_ISL_4051825","Sarawak","AY.23"
"EPI_ISL_4051823","Sarawak","AY.23"
"EPI_ISL_4051800","Sarawak","AY.23"
"EPI_ISL_4051788","Sarawak","AY.23"
"EPI_ISL_4051762","Sarawak","AY.23"
"EPI_ISL_4051732","Sarawak","AY.23"
"EPI_ISL_4051704","Sarawak","AY.23"
"EPI_ISL_4051696","Sarawak","AY.23"
"EPI_ISL_4096794","Sabah","AY.23"
"EPI_ISL_3858183","Johor","AY.23"
"EPI_ISL_3858184","Johor","AY.23"
"EPI_ISL_4071997","Johor","AY.23"
"EPI_ISL_4071988","Johor","AY.23"
"EPI_ISL_4601565","Sabah","AY.23"
"EPI_ISL_4601571","Sabah","AY.23"
"EPI_ISL_4853569","Sabah","AY.23"
"EPI_ISL_4853951","Sabah","AY.23"
"EPI_ISL_4853957","Sabah","AY.23"
"EPI_ISL_4348271","Sabah","AY.23"
"EPI_ISL_4602788","Sabah","AY.23"
"EPI_ISL_4730443","Sabah","AY.23"
"EPI_ISL_4346360","Sabah","AY.23"
"EPI_ISL_4348365","Selangor","AY.23"
"EPI_ISL_4101548","Sabah","AY.23"
"EPI_ISL_4101558","Sabah","AY.23"
"EPI_ISL_4460186","Sarawak","AY.23"
"EPI_ISL_4460187","Sarawak","AY.23"
"EPI_ISL_4460188","Sarawak","AY.23"
"EPI_ISL_4460189","Sarawak","AY.23"
"EPI_ISL_4460191","Sarawak","AY.23"
"EPI_ISL_4460192","Sarawak","AY.23"
"EPI_ISL_4460195","Sarawak","AY.23"
"EPI_ISL_4460196","Sarawak","AY.23"
"EPI_ISL_4460200","Sarawak","AY.23"
"EPI_ISL_4460201","Sarawak","AY.23"
"EPI_ISL_4460202","Sarawak","AY.23"
"EPI_ISL_4460203","Sarawak","AY.23"
"EPI_ISL_4460208","Sarawak","AY.23"
"EPI_ISL_4460211","Sarawak","AY.23"
"EPI_ISL_4460212","Sarawak","AY.23"
"EPI_ISL_4460213","Sarawak","AY.23"
"EPI_ISL_4460214","Sarawak","AY.23"
"EPI_ISL_4460215","Sarawak","AY.23"
"EPI_ISL_4460216","Sarawak","AY.23"
"EPI_ISL_4460217","Sarawak","AY.23"
"EPI_ISL_4460218","Sarawak","AY.23"
"EPI_ISL_4460219","Sarawak","AY.23"
"EPI_ISL_4460220","Sarawak","AY.23"
"EPI_ISL_5051770","Sarawak","AY.23"
"EPI_ISL_4460068","Sarawak","AY.23"
"EPI_ISL_4460079","Sarawak","AY.23"
"EPI_ISL_4460080","Sarawak","AY.23"
"EPI_ISL_4460082","Sarawak","AY.23"
"EPI_ISL_4460083","Sarawak","AY.23"
"EPI_ISL_4460084","Sarawak","AY.23"
"EPI_ISL_4460086","Sarawak","AY.23"
"EPI_ISL_4460087","Sarawak","AY.23"
"EPI_ISL_4460090","Sarawak","AY.23"
"EPI_ISL_4460092","Sarawak","AY.23"
"EPI_ISL_4460099","Sarawak","AY.23"
"EPI_ISL_4460100","Sarawak","AY.23"
"EPI_ISL_4460102","Sarawak","AY.23"
"EPI_ISL_4460103","Sarawak","AY.23"
"EPI_ISL_4460111","Sarawak","AY.23"
"EPI_ISL_4460112","Sarawak","AY.23"
"EPI_ISL_4460115","Sarawak","AY.23"
"EPI_ISL_4460118","Sarawak","AY.23"
"EPI_ISL_4460119","Sarawak","AY.23"
"EPI_ISL_4460142","Sarawak","AY.23"
"EPI_ISL_4460144","Sarawak","AY.23"
"EPI_ISL_4460146","Sarawak","AY.23"
"EPI_ISL_4460147","Sarawak","AY.23"
"EPI_ISL_4460150","Sarawak","AY.23"
"EPI_ISL_4460151","Sarawak","AY.23"
"EPI_ISL_4460152","Sarawak","AY.23"
"EPI_ISL_4460153","Sarawak","AY.23"
"EPI_ISL_4460154","Sarawak","AY.23"
"EPI_ISL_4460155","Sarawak","AY.23"
"EPI_ISL_4460157","Sarawak","AY.23"
"EPI_ISL_4460158","Sarawak","AY.23"
"EPI_ISL_4460159","Sarawak","AY.23"
"EPI_ISL_4460161","Sarawak","AY.23"
"EPI_ISL_4460162","Sarawak","AY.23"
"EPI_ISL_4460163","Sarawak","AY.23"
"EPI_ISL_4460164","Sarawak","AY.23"
"EPI_ISL_4460165","Sarawak","AY.23"
"EPI_ISL_4460166","Sarawak","AY.23"
"EPI_ISL_4460167","Sarawak","AY.23"
"EPI_ISL_4460168","Sarawak","AY.23"
"EPI_ISL_4460169","Sarawak","AY.23"
"EPI_ISL_4460171","Sarawak","AY.23"
"EPI_ISL_4460172","Sarawak","AY.23"
"EPI_ISL_4460173","Sarawak","AY.23"
"EPI_ISL_4460174","Sarawak","AY.23"
"EPI_ISL_4460179","Sarawak","AY.23"
"EPI_ISL_4460226","Sarawak","AY.23"
"EPI_ISL_4460227","Sarawak","AY.23"
"EPI_ISL_4460228","Sarawak","AY.23"
"EPI_ISL_4460229","Sarawak","AY.23"
"EPI_ISL_4460230","Sarawak","AY.23"
"EPI_ISL_4460231","Sarawak","AY.23"
"EPI_ISL_4460232","Sarawak","AY.23"
"EPI_ISL_4460235","Sarawak","AY.23"
"EPI_ISL_4460236","Sarawak","AY.23"
"EPI_ISL_4460237","Sarawak","AY.23"
"EPI_ISL_4460238","Sarawak","AY.23"
"EPI_ISL_4460240","Sarawak","AY.23"
"EPI_ISL_4460241","Sarawak","AY.23"
"EPI_ISL_4460243","Sarawak","AY.23"
"EPI_ISL_4460247","Sarawak","AY.23"
"EPI_ISL_4460248","Sarawak","AY.23"
"EPI_ISL_4460250","Sarawak","AY.23"
"EPI_ISL_4460251","Sarawak","AY.23"
"EPI_ISL_4460252","Sarawak","AY.23"
"EPI_ISL_4460254","Sarawak","AY.23"
"EPI_ISL_4460255","Sarawak","AY.23"
"EPI_ISL_4460264","Sarawak","AY.23"
"EPI_ISL_4460265","Sarawak","AY.23"
"EPI_ISL_4460267","Sarawak","AY.23"
"EPI_ISL_4460268","Sarawak","AY.23"
"EPI_ISL_4460271","Sarawak","AY.23"
"EPI_ISL_4460272","Sarawak","AY.23"
"EPI_ISL_4460273","Sarawak","AY.23"
"EPI_ISL_4460274","Sarawak","AY.23"
"EPI_ISL_4460276","Sarawak","AY.23"
"EPI_ISL_4460278","Sarawak","AY.23"
"EPI_ISL_4460279","Sarawak","AY.23"
"EPI_ISL_4460284","Sarawak","AY.23"
"EPI_ISL_4460285","Sarawak","AY.23"
"EPI_ISL_4460286","Sarawak","AY.23"
"EPI_ISL_4460287","Sarawak","AY.23"
"EPI_ISL_4460288","Sarawak","AY.23"
"EPI_ISL_4460293","Sarawak","AY.23"
"EPI_ISL_4460294","Sarawak","AY.23"
"EPI_ISL_4460296","Sarawak","AY.23"
"EPI_ISL_4460297","Sarawak","AY.23"
"EPI_ISL_4460298","Sarawak","AY.23"
"EPI_ISL_4460305","Sarawak","AY.23"
"EPI_ISL_4460308","Sarawak","AY.23"
"EPI_ISL_4460313","Sarawak","AY.23"
"EPI_ISL_4460317","Sarawak","AY.23"
"EPI_ISL_4460319","Sarawak","AY.23"
"EPI_ISL_4460320","Sarawak","AY.23"
"EPI_ISL_4460321","Sarawak","AY.23"
"EPI_ISL_4460322","Sarawak","AY.23"
"EPI_ISL_4460323","Sarawak","AY.23"
"EPI_ISL_4460325","Sarawak","AY.23"
"EPI_ISL_4460327","Sarawak","AY.23"
"EPI_ISL_4460328","Sarawak","AY.23"
"EPI_ISL_4460329","Sarawak","AY.23"
"EPI_ISL_4460330","Sarawak","AY.23"
"EPI_ISL_4460331","Sarawak","AY.23"
"EPI_ISL_4460332","Sarawak","AY.23"
"EPI_ISL_4460333","Sarawak","AY.23"
"EPI_ISL_4460335","Sarawak","AY.23"
"EPI_ISL_4460336","Sarawak","AY.23"
"EPI_ISL_4460337","Sarawak","AY.23"
"EPI_ISL_4460338","Sarawak","AY.23"
"EPI_ISL_4460339","Sarawak","AY.23"
"EPI_ISL_4460340","Sarawak","AY.23"
"EPI_ISL_4460343","Sarawak","AY.23"
"EPI_ISL_4460344","Sarawak","AY.23"
"EPI_ISL_4460345","Sarawak","AY.23"
"EPI_ISL_4460346","Sarawak","AY.23"
"EPI_ISL_4460347","Sarawak","AY.23"
"EPI_ISL_4460348","Sarawak","AY.23"
"EPI_ISL_4460349","Sarawak","AY.23"
"EPI_ISL_4460350","Sarawak","AY.23"
"EPI_ISL_4460351","Sarawak","AY.23"
"EPI_ISL_4460352","Sarawak","AY.23"
"EPI_ISL_4460353","Sarawak","AY.23"
"EPI_ISL_4460354","Sarawak","AY.23"
"EPI_ISL_4460355","Sarawak","AY.23"
"EPI_ISL_4460357","Sarawak","AY.23"
"EPI_ISL_4460359","Sarawak","AY.23"
"EPI_ISL_4460360","Sarawak","AY.23"
"EPI_ISL_4460362","Sarawak","AY.23"
"EPI_ISL_4460363","Sarawak","AY.23"
"EPI_ISL_4460366","Sarawak","AY.23"
"EPI_ISL_4460367","Sarawak","AY.23"
"EPI_ISL_4460368","Sarawak","AY.23"
"EPI_ISL_4460369","Sarawak","AY.23"
"EPI_ISL_4460370","Sarawak","AY.23"
"EPI_ISL_4460373","Sarawak","AY.23"
"EPI_ISL_4460374","Sarawak","AY.23"
"EPI_ISL_4460375","Sarawak","AY.23"
"EPI_ISL_4460376","Sarawak","AY.23"
"EPI_ISL_4460377","Sarawak","AY.23"
"EPI_ISL_4460380","Sarawak","AY.23"
"EPI_ISL_4460385","Sarawak","AY.23"
"EPI_ISL_4460386","Sarawak","AY.23"
"EPI_ISL_4460387","Sarawak","AY.23"
"EPI_ISL_4460388","Sarawak","AY.23"
"EPI_ISL_4460389","Sarawak","AY.23"
"EPI_ISL_4460390","Sarawak","AY.23"
"EPI_ISL_4460392","Sarawak","AY.23"
"EPI_ISL_5051744","Sarawak","AY.23"
"EPI_ISL_5051745","Sarawak","AY.23"
"EPI_ISL_5051746","Sarawak","AY.23"
"EPI_ISL_5051748","Sarawak","AY.23"
"EPI_ISL_5051753","Sarawak","AY.23"
"EPI_ISL_5051754","Sarawak","AY.23"
"EPI_ISL_5051757","Sarawak","AY.23"
"EPI_ISL_5051758","Sarawak","AY.23"
"EPI_ISL_5051759","Sarawak","AY.23"
"EPI_ISL_5051760","Sarawak","AY.23"
"EPI_ISL_5051761","Sarawak","AY.23"
"EPI_ISL_5051762","Sarawak","AY.23"
"EPI_ISL_5051763","Sarawak","AY.23"
"EPI_ISL_5051765","Sarawak","AY.23"
"EPI_ISL_5051766","Sarawak","AY.23"
"EPI_ISL_5051767","Sarawak","AY.23"
"EPI_ISL_5051769","Sarawak","AY.23"
"EPI_ISL_5051771","Sarawak","AY.23"
"EPI_ISL_5051772","Sarawak","AY.23"
"EPI_ISL_5051773","Sarawak","AY.23"
"EPI_ISL_5051774","Sarawak","AY.23"
"EPI_ISL_5051775","Sarawak","AY.23"
"EPI_ISL_5051776","Sarawak","AY.23"
"EPI_ISL_5051777","Sarawak","AY.23"
"EPI_ISL_5051780","Sarawak","AY.23"
"EPI_ISL_5051781","Sarawak","AY.23"
"EPI_ISL_5051782","Sarawak","AY.23"
"EPI_ISL_5051783","Sarawak","AY.23"
"EPI_ISL_5051784","Sarawak","AY.23"
"EPI_ISL_5051785","Sarawak","AY.23"
"EPI_ISL_5051786","Sarawak","AY.23"
"EPI_ISL_5051787","Sarawak","AY.23"
"EPI_ISL_5051788","Sarawak","AY.23"
"EPI_ISL_5051789","Sarawak","AY.23"
"EPI_ISL_5051791","Sarawak","AY.23"
"EPI_ISL_5051792","Sarawak","AY.23"
"EPI_ISL_5051793","Sarawak","AY.23"
"EPI_ISL_5051794","Sarawak","AY.23"
"EPI_ISL_5051795","Sarawak","AY.23"
"EPI_ISL_5051796","Sarawak","AY.23"
"EPI_ISL_5051797","Sarawak","AY.23"
"EPI_ISL_5051798","Sarawak","AY.23"
"EPI_ISL_5051800","Sarawak","AY.23"
"EPI_ISL_5051801","Sarawak","AY.23"
"EPI_ISL_5051802","Sarawak","AY.23"
"EPI_ISL_5051803","Sarawak","AY.23"
"EPI_ISL_5051804","Sarawak","AY.23"
"EPI_ISL_5051805","Sarawak","AY.23"
"EPI_ISL_5051806","Sarawak","AY.23"
"EPI_ISL_5051807","Sarawak","AY.23"
"EPI_ISL_5051808","Sarawak","AY.23"
"EPI_ISL_5051809","Sarawak","AY.23"
"EPI_ISL_5051810","Sarawak","AY.23"
"EPI_ISL_5051811","Sarawak","AY.23"
"EPI_ISL_5051812","Sarawak","AY.23"
"EPI_ISL_5051813","Sarawak","AY.23"
"EPI_ISL_5051814","Sarawak","AY.23"
"EPI_ISL_5051815","Sarawak","AY.23"
"EPI_ISL_5051816","Sarawak","AY.23"
"EPI_ISL_5051817","Sarawak","AY.23"
"EPI_ISL_5051818","Sarawak","AY.23"
"EPI_ISL_5051764","Sarawak","AY.23"
"EPI_ISL_4460067","Sarawak","AY.23"
"EPI_ISL_4460088","Sarawak","AY.23"
"EPI_ISL_4460093","Sarawak","AY.23"
"EPI_ISL_4460095","Sarawak","AY.23"
"EPI_ISL_4460097","Sarawak","AY.23"
"EPI_ISL_4460098","Sarawak","AY.23"
"EPI_ISL_4460104","Sarawak","AY.23"
"EPI_ISL_4460105","Sarawak","AY.23"
"EPI_ISL_4460106","Sarawak","AY.23"
"EPI_ISL_4460108","Sarawak","AY.23"
"EPI_ISL_4460113","Sarawak","AY.23"
"EPI_ISL_4460114","Sarawak","AY.23"
"EPI_ISL_4460116","Sarawak","AY.23"
"EPI_ISL_4460117","Sarawak","AY.23"
"EPI_ISL_4460121","Sarawak","AY.23"
"EPI_ISL_4460148","Sarawak","AY.23"
"EPI_ISL_4460149","Sarawak","AY.23"
"EPI_ISL_4460156","Sarawak","AY.23"
"EPI_ISL_4460160","Sarawak","AY.23"
"EPI_ISL_4460175","Sarawak","AY.23"
"EPI_ISL_4460176","Sarawak","AY.23"
"EPI_ISL_4460177","Sarawak","AY.23"
"EPI_ISL_4460178","Sarawak","AY.23"
"EPI_ISL_4460193","Sarawak","AY.23"
"EPI_ISL_4460197","Sarawak","AY.23"
"EPI_ISL_4460198","Sarawak","AY.23"
"EPI_ISL_4460199","Sarawak","AY.23"
"EPI_ISL_4460204","Sarawak","AY.23"
"EPI_ISL_4460206","Sarawak","AY.23"
"EPI_ISL_4460207","Sarawak","AY.23"
"EPI_ISL_4460209","Sarawak","AY.23"
"EPI_ISL_4460210","Sarawak","AY.23"
"EPI_ISL_4460223","Sarawak","AY.23"
"EPI_ISL_4460233","Sarawak","AY.23"
"EPI_ISL_4460239","Sarawak","AY.23"
"EPI_ISL_4460244","Sarawak","AY.23"
"EPI_ISL_4460245","Sarawak","AY.23"
"EPI_ISL_4460246","Sarawak","AY.23"
"EPI_ISL_4460249","Sarawak","AY.23"
"EPI_ISL_4460253","Sarawak","AY.23"
"EPI_ISL_4460257","Sarawak","AY.23"
"EPI_ISL_4460258","Sarawak","AY.23"
"EPI_ISL_4460260","Sarawak","AY.23"
"EPI_ISL_4460261","Sarawak","AY.23"
"EPI_ISL_4460263","Sarawak","AY.23"
"EPI_ISL_4460269","Sarawak","AY.23"
"EPI_ISL_4460275","Sarawak","AY.23"
"EPI_ISL_4460280","Sarawak","AY.23"
"EPI_ISL_4460281","Sarawak","AY.23"
"EPI_ISL_4460282","Sarawak","AY.23"
"EPI_ISL_4460283","Sarawak","AY.23"
"EPI_ISL_4460292","Sarawak","AY.23"
"EPI_ISL_4460290","Sarawak","AY.23"
"EPI_ISL_4460291","Sarawak","AY.23"
"EPI_ISL_4460300","Sarawak","AY.23"
"EPI_ISL_4460301","Sarawak","AY.23"
"EPI_ISL_4460303","Sarawak","AY.23"
"EPI_ISL_4460304","Sarawak","AY.23"
"EPI_ISL_4460306","Sarawak","AY.23"
"EPI_ISL_4460307","Sarawak","AY.23"
"EPI_ISL_4460309","Sarawak","AY.23"
"EPI_ISL_4460310","Sarawak","AY.23"
"EPI_ISL_4460311","Sarawak","AY.23"
"EPI_ISL_4460314","Sarawak","AY.23"
"EPI_ISL_4460315","Sarawak","AY.23"
"EPI_ISL_4460316","Sarawak","AY.23"
"EPI_ISL_4460318","Sarawak","AY.23"
"EPI_ISL_4460324","Sarawak","AY.23"
"EPI_ISL_4460326","Sarawak","AY.23"
"EPI_ISL_4460334","Sarawak","AY.23"
"EPI_ISL_4460341","Sarawak","AY.23"
"EPI_ISL_4460356","Sarawak","AY.23"
"EPI_ISL_4460361","Sarawak","AY.23"
"EPI_ISL_4460364","Sarawak","AY.23"
"EPI_ISL_4460365","Sarawak","AY.23"
"EPI_ISL_4460371","Sarawak","AY.23"
"EPI_ISL_4460372","Sarawak","AY.23"
"EPI_ISL_4460381","Sarawak","AY.23"
"EPI_ISL_4460382","Sarawak","AY.23"
"EPI_ISL_4460383","Sarawak","AY.23"
"EPI_ISL_4460384","Sarawak","AY.23"
"EPI_ISL_4435530","Pahang","AY.23"
"EPI_ISL_4887483","Sabah","AY.23"
"EPI_ISL_4101588","Johor","AY.23"
"EPI_ISL_4460221","Sarawak","AY.23"
"EPI_ISL_4460224","Sarawak","AY.23"
"EPI_ISL_4460242","Sarawak","AY.23"
"EPI_ISL_4460342","Sarawak","AY.23"
"EPI_ISL_4853572","Sabah","AY.23"
"EPI_ISL_4853939","Sabah","AY.23"
"EPI_ISL_5051790","Sarawak","AY.23"
"EPI_ISL_5051799","Sarawak","AY.23"
"EPI_ISL_4460089","Sarawak","AY.23"
"EPI_ISL_4460094","Sarawak","AY.23"
"EPI_ISL_4460141","Sarawak","AY.23"
"EPI_ISL_4460194","Sarawak","AY.23"
"EPI_ISL_4460205","Sarawak","AY.23"
"EPI_ISL_4460234","Sarawak","AY.23"
"EPI_ISL_4731194","Johor","AY.23"
"EPI_ISL_4731197","Johor","AY.23"
"EPI_ISL_4731199","Johor","AY.23"
"EPI_ISL_4731209","Johor","AY.23"
"EPI_ISL_4731216","Johor","AY.23"
"EPI_ISL_4731229","Johor","AY.23"
"EPI_ISL_4816826","Johor","AY.23"
"EPI_ISL_4816828","Johor","AY.23"
"EPI_ISL_4816829","Johor","AY.23"
"EPI_ISL_4236993","Johor","AY.23"
"EPI_ISL_4236997","Johor","AY.23"
"EPI_ISL_4513501","Johor","AY.23"
"EPI_ISL_4513503","Johor","AY.23"
"EPI_ISL_4513504","Johor","AY.23"
"EPI_ISL_4513507","Johor","AY.23"
"EPI_ISL_4731187","Johor","AY.23"
"EPI_ISL_4853926","WP Labuan","AY.23"
"EPI_ISL_4557952","Sabah","AY.23"
"EPI_ISL_4348270","Sabah","AY.23"
"EPI_ISL_4601570","Sabah","AY.23"
"EPI_ISL_4601579","Sabah","AY.23"
"EPI_ISL_5536446","Sabah","AY.23"
"EPI_ISL_5536447","Sabah","AY.23"
"EPI_ISL_5536449","Sabah","AY.23"
"EPI_ISL_5428523","Selangor","AY.23"
"EPI_ISL_5395815","WP Labuan","AY.23"
"EPI_ISL_5395847","Sabah","AY.23"
"EPI_ISL_5395935","Sabah","AY.23"
"EPI_ISL_5395982","Sabah","AY.23"
"EPI_ISL_5396281","Sabah","AY.23"
"EPI_ISL_5396295","Sabah","AY.23"
"EPI_ISL_5396300","Sabah","AY.23"
"EPI_ISL_5396587","Johor","AY.23"
"EPI_ISL_5396592","Johor","AY.23"
"EPI_ISL_5396594","Johor","AY.23"
"EPI_ISL_5418034","Johor","AY.23"
"EPI_ISL_5418038","Johor","AY.23"
"EPI_ISL_5418040","Johor","AY.23"
"EPI_ISL_5418042","Johor","AY.23"
"EPI_ISL_5095024","Sabah","AY.23"
"EPI_ISL_5804669","Sabah","AY.23"
"EPI_ISL_5804674","Sabah","AY.23"
"EPI_ISL_5804685","Sabah","AY.23"
"EPI_ISL_5804690","Sabah","AY.23"
"EPI_ISL_5804692","Sabah","AY.23"
"EPI_ISL_5804703","Sabah","AY.23"
"EPI_ISL_5114684","Johor","AY.23"
"EPI_ISL_5850351","Sabah","AY.23"
"EPI_ISL_5852400","Sabah","AY.23"
"EPI_ISL_5095030","Sarawak","AY.23"
"EPI_ISL_5114688","Johor","AY.23"
"EPI_ISL_5051932","Sarawak","AY.23"
"EPI_ISL_5051936","Sarawak","AY.23"
"EPI_ISL_5051950","Sarawak","AY.23"
"EPI_ISL_5051959","Sarawak","AY.23"
"EPI_ISL_5051960","Sarawak","AY.23"
"EPI_ISL_5052012","Sarawak","AY.23"
"EPI_ISL_5052114","Sarawak","AY.23"
"EPI_ISL_5052167","Sarawak","AY.23"
"EPI_ISL_5051819","Sarawak","AY.23"
"EPI_ISL_5051820","Sarawak","AY.23"
"EPI_ISL_5051821","Sarawak","AY.23"
"EPI_ISL_5051822","Sarawak","AY.23"
"EPI_ISL_5051823","Sarawak","AY.23"
"EPI_ISL_5051824","Sarawak","AY.23"
"EPI_ISL_5051825","Sarawak","AY.23"
"EPI_ISL_5051826","Sarawak","AY.23"
"EPI_ISL_5051827","Sarawak","AY.23"
"EPI_ISL_5051828","Sarawak","AY.23"
"EPI_ISL_5051829","Sarawak","AY.23"
"EPI_ISL_5051830","Sarawak","AY.23"
"EPI_ISL_5051831","Sarawak","AY.23"
"EPI_ISL_5051832","Sarawak","AY.23"
"EPI_ISL_5051833","Sarawak","AY.23"
"EPI_ISL_5051834","Sarawak","AY.23"
"EPI_ISL_5051835","Sarawak","AY.23"
"EPI_ISL_5051836","Sarawak","AY.23"
"EPI_ISL_5051837","Sarawak","AY.23"
"EPI_ISL_5051838","Sarawak","AY.23"
"EPI_ISL_5051840","Sarawak","AY.23"
"EPI_ISL_5051841","Sarawak","AY.23"
"EPI_ISL_5051842","Sarawak","AY.23"
"EPI_ISL_5051843","Sarawak","AY.23"
"EPI_ISL_5051847","Sarawak","AY.23"
"EPI_ISL_5051848","Sarawak","AY.23"
"EPI_ISL_5051849","Sarawak","AY.23"
"EPI_ISL_5051850","Sarawak","AY.23"
"EPI_ISL_5051852","Sarawak","AY.23"
"EPI_ISL_5051856","Sarawak","AY.23"
"EPI_ISL_5051858","Sarawak","AY.23"
"EPI_ISL_5051859","Sarawak","AY.23"
"EPI_ISL_5051860","Sarawak","AY.23"
