"AccID","Sampling date","Lineage","Variant"
"EPI_ISL_1673337","2021-02-25","B.1.524","B.1.524"
"EPI_ISL_3246417","2021-02-25","B.1.351","beta"
"EPI_ISL_1405966","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1406201","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1406204","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1406247","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1406250","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1406277","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1406286","2021-02-26","B.1.524","B.1.524"
"EPI_ISL_1424143","2021-02-26","B.1.351","beta"
"EPI_ISL_1424466","2021-02-26","B.1.351","beta"
"EPI_ISL_3246416","2021-02-26","B.1.351","beta"
"EPI_ISL_1264762","2021-02-27","B.1.351","beta"
"EPI_ISL_1406197","2021-02-27","B.1.524","B.1.524"
"EPI_ISL_1406294","2021-02-27","B.1.524","B.1.524"
"EPI_ISL_1263458","2021-02-28","B.1.351","beta"
"EPI_ISL_1424471","2021-03-01","B.1.351","beta"
"EPI_ISL_3162210","2021-03-06","B.1.524","B.1.524"
"EPI_ISL_3162211","2021-03-06","B.1.524","B.1.524"
"EPI_ISL_3162212","2021-03-07","B.1.524","B.1.524"
"EPI_ISL_3162213","2021-03-07","B.1.524","B.1.524"
"EPI_ISL_3162214","2021-03-07","B.1.524","B.1.524"
"EPI_ISL_1696746","2021-03-08","B.1.351","beta"
"EPI_ISL_5052019","2021-03-09","AY.79","delta"
"EPI_ISL_1696747","2021-03-09","B.1.351","beta"
"EPI_ISL_1696748","2021-03-09","B.1.351","beta"
"EPI_ISL_5052016","2021-03-09","AY.23","delta"
"EPI_ISL_5052017","2021-03-09","AY.23","delta"
"EPI_ISL_5052018","2021-03-09","AY.23","delta"
"EPI_ISL_6970349","2021-03-09","AY.23","delta"
"EPI_ISL_6970354","2021-03-09","AY.23","delta"
"EPI_ISL_6970373","2021-03-09","AY.23","delta"
"EPI_ISL_7972320","2021-03-09","B.1.524","B.1.524"
"EPI_ISL_1673309","2021-03-10","B.1.524","B.1.524"
"EPI_ISL_1673332","2021-03-10","B.1.351","beta"
"EPI_ISL_1696749","2021-03-11","B.1.351","beta"
"EPI_ISL_1696751","2021-03-11","B.1.351","beta"
"EPI_ISL_7972321","2021-03-11","B.1.351","beta"
"EPI_ISL_7972322","2021-03-11","B.1.524","B.1.524"
"EPI_ISL_7972323","2021-03-11","B.1.524","B.1.524"
"EPI_ISL_1673307","2021-03-12","B.1.524","B.1.524"
"EPI_ISL_1696750","2021-03-12","B.1.524","B.1.524"
"EPI_ISL_1696752","2021-03-12","B.1.351","beta"
"EPI_ISL_7972324","2021-03-12","B.1.351","beta"
"EPI_ISL_1424518","2021-03-14","B.1.351","beta"
"EPI_ISL_7982612","2021-03-15","B.1.524","B.1.524"
"EPI_ISL_1696753","2021-03-16","B.1.524","B.1.524"
"EPI_ISL_4101580","2021-03-17","AY.59","delta"
"EPI_ISL_1673341","2021-03-17","B.1.351","beta"
"EPI_ISL_1696754","2021-03-17","B.1.524","B.1.524"
"EPI_ISL_1696755","2021-03-17","B.1.351","beta"
"EPI_ISL_2342552","2021-03-17","B.1.524","B.1.524"
"EPI_ISL_3162215","2021-03-17","B.1.524","B.1.524"
"EPI_ISL_1673336","2021-03-18","B.1.524","B.1.524"
"EPI_ISL_2342547","2021-03-18","B.1.524","B.1.524"
"EPI_ISL_3162216","2021-03-18","B.1.524","B.1.524"
"EPI_ISL_3162217","2021-03-18","B.1.524","B.1.524"
"EPI_ISL_2342553","2021-03-19","B.1.524","B.1.524"
"EPI_ISL_2342554","2021-03-20","B.1.524","B.1.524"
"EPI_ISL_1673288","2021-03-21","B.1.524","B.1.524"
"EPI_ISL_3246360","2021-03-21","B.1.351","beta"
"EPI_ISL_5417597","2021-03-21","AY.88","delta"
"EPI_ISL_1673344","2021-03-22","B.1.351","beta"
"EPI_ISL_1696756","2021-03-22","B.1.524","B.1.524"
"EPI_ISL_1696757","2021-03-22","B.1.524","B.1.524"
"EPI_ISL_1696758","2021-03-22","B.1.351","beta"
"EPI_ISL_2342555","2021-03-22","B.1.524","B.1.524"
"EPI_ISL_2342556","2021-03-22","B.1.524","B.1.524"
"EPI_ISL_7972325","2021-03-22","B.1.351","beta"
"EPI_ISL_7972326","2021-03-22","B.1.524","B.1.524"
"EPI_ISL_7972327","2021-03-22","B.1.351","beta"
"EPI_ISL_3266067","2021-03-23","B.1.524","B.1.524"
"EPI_ISL_4056169","2021-03-23","B.1.524","B.1.524"
"EPI_ISL_7972328","2021-03-24","B.1.351","beta"
"EPI_ISL_2342557","2021-03-25","B.1.524","B.1.524"
"EPI_ISL_7972329","2021-03-26","B.1.351","beta"
"EPI_ISL_7972330","2021-03-26","B.1.524","B.1.524"
"EPI_ISL_2342546","2021-03-27","B.1.1.7","alpha"
"EPI_ISL_2342558","2021-03-27","B.1.524","B.1.524"
"EPI_ISL_2342559","2021-03-27","B.1.524","B.1.524"
"EPI_ISL_3246353","2021-03-27","B.1.1.7","alpha"
"EPI_ISL_3246352","2021-03-28","B.1.1.7","alpha"
"EPI_ISL_7972331","2021-03-28","B.1.524","B.1.524"
"EPI_ISL_1673280","2021-03-29","B.1.524","B.1.524"
"EPI_ISL_1673283","2021-03-29","B.1.524","B.1.524"
"EPI_ISL_1673284","2021-03-29","B.1.524","B.1.524"
"EPI_ISL_2342560","2021-03-31","B.1.524","B.1.524"
"EPI_ISL_2342561","2021-03-31","B.1.524","B.1.524"
"EPI_ISL_1673299","2021-04-01","B.1.524","B.1.524"
"EPI_ISL_1673304","2021-04-01","B.1.524","B.1.524"
"EPI_ISL_2342548","2021-04-01","B.1.351","beta"
"EPI_ISL_7972334","2021-04-01","B.1.351","beta"
"EPI_ISL_1585270","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_1585271","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_1673287","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_1673342","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_1919652","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_2342549","2021-04-02","B.1.351","beta"
"EPI_ISL_2342562","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_2342563","2021-04-02","B.1.524","B.1.524"
"EPI_ISL_1673293","2021-04-03","B.1.524","B.1.524"
"EPI_ISL_1673345","2021-04-03","B.1.524","B.1.524"
"EPI_ISL_1673420","2021-04-03","B.1.524","B.1.524"
"EPI_ISL_2342550","2021-04-03","B.1.351","beta"
"EPI_ISL_1583006","2021-04-04","B.1.1.7","alpha"
"EPI_ISL_1583007","2021-04-04","B.1.1.7","alpha"
"EPI_ISL_1585242","2021-04-04","B.1.524","B.1.524"
"EPI_ISL_1807185","2021-04-04","B.1.524","B.1.524"
"EPI_ISL_7972337","2021-04-04","B.1.524","B.1.524"
"EPI_ISL_1672633","2021-04-05","B.1.351","beta"
"EPI_ISL_1787318","2021-04-05","B.1.1.7","alpha"
"EPI_ISL_1805505","2021-04-05","B.1.351","beta"
"EPI_ISL_1919651","2021-04-05","B.1.524","B.1.524"
"EPI_ISL_3246350","2021-04-05","B.1.1.7","alpha"
"EPI_ISL_7972338","2021-04-05","B.1.524","B.1.524"
"EPI_ISL_1787319","2021-04-06","B.1.1.7","alpha"
"EPI_ISL_1805508","2021-04-06","B.1.351","beta"
"EPI_ISL_2342551","2021-04-06","B.1.351","beta"
"EPI_ISL_2342565","2021-04-06","B.1.524","B.1.524"
"EPI_ISL_3246420","2021-04-06","B.1.351","beta"
"EPI_ISL_3246421","2021-04-06","B.1.351","beta"
"EPI_ISL_6970384","2021-04-06","B.1.351","beta"
"EPI_ISL_1673257","2021-04-07","B.1.524","B.1.524"
"EPI_ISL_1789204","2021-04-07","B.1.524","B.1.524"
"EPI_ISL_1788080","2021-04-08","B.1.524","B.1.524"
"EPI_ISL_1788081","2021-04-08","B.1.524","B.1.524"
"EPI_ISL_1788082","2021-04-08","B.1.524","B.1.524"
"EPI_ISL_3246415","2021-04-08","B.1.1.7","alpha"
"EPI_ISL_7972339","2021-04-08","B.1.351","beta"
"EPI_ISL_5052022","2021-04-09","AY.79","delta"
"EPI_ISL_1919653","2021-04-09","B.1.524","B.1.524"
"EPI_ISL_3246351","2021-04-09","B.1.1.7","alpha"
"EPI_ISL_3246419","2021-04-09","B.1.351","beta"
"EPI_ISL_5052020","2021-04-09","AY.23","delta"
"EPI_ISL_5052021","2021-04-09","AY.23","delta"
"EPI_ISL_5052023","2021-04-09","AY.23","delta"
"EPI_ISL_5052024","2021-04-09","B.1.617.2","delta"
"EPI_ISL_5052025","2021-04-09","AY.23","delta"
"EPI_ISL_5052180","2021-04-09","AY.23","delta"
"EPI_ISL_1787322","2021-04-10","B.1.351","beta"
"EPI_ISL_3246410","2021-04-10","B.1.351","beta"
"EPI_ISL_3246411","2021-04-10","B.1.351","beta"
"EPI_ISL_3246412","2021-04-10","B.1.351","beta"
"EPI_ISL_3246413","2021-04-10","B.1.351","beta"
"EPI_ISL_3246414","2021-04-10","B.1.351","beta"
"EPI_ISL_3246408","2021-04-11","B.1.351","beta"
"EPI_ISL_3246409","2021-04-11","B.1.351","beta"
"EPI_ISL_1919944","2021-04-12","B.1.351","beta"
"EPI_ISL_1919945","2021-04-12","B.1.351","beta"
"EPI_ISL_1972548","2021-04-12","B.1.524","B.1.524"
"EPI_ISL_1972549","2021-04-12","B.1.524","B.1.524"
"EPI_ISL_1972550","2021-04-12","B.1.524","B.1.524"
"EPI_ISL_1972551","2021-04-12","B.1.524","B.1.524"
"EPI_ISL_1972552","2021-04-12","B.1.524","B.1.524"
"EPI_ISL_1972553","2021-04-12","B.1.524","B.1.524"
"EPI_ISL_1973324","2021-04-12","B.1.351","beta"
"EPI_ISL_3246406","2021-04-12","B.1.351","beta"
"EPI_ISL_3246407","2021-04-12","B.1.351","beta"
"EPI_ISL_1919861","2021-04-13","B.1.1.7","alpha"
"EPI_ISL_1919946","2021-04-13","B.1.524","B.1.524"
"EPI_ISL_1919947","2021-04-13","B.1.524","B.1.524"
"EPI_ISL_3246405","2021-04-13","B.1.351","beta"
"EPI_ISL_1787323","2021-04-14","B.1.351","beta"
"EPI_ISL_1919949","2021-04-14","B.1.524","B.1.524"
"EPI_ISL_1919950","2021-04-14","B.1.351","beta"
"EPI_ISL_1919951","2021-04-14","B.1.351","beta"
"EPI_ISL_1919952","2021-04-14","B.1.351","beta"
"EPI_ISL_3246404","2021-04-14","B.1.351","beta"
"EPI_ISL_3356275","2021-04-14","B.1.524","B.1.524"
"EPI_ISL_3356276","2021-04-14","B.1.524","B.1.524"
"EPI_ISL_3356277","2021-04-14","B.1.1.7","alpha"
"EPI_ISL_3356278","2021-04-14","B.1.1.7","alpha"
"EPI_ISL_1919650","2021-04-15","B.1.524","B.1.524"
"EPI_ISL_1919986","2021-04-15","B.1.351","beta"
"EPI_ISL_1919987","2021-04-15","B.1.351","beta"
"EPI_ISL_1921767","2021-04-15","B.1.351","beta"
"EPI_ISL_1921769","2021-04-15","B.1.351","beta"
"EPI_ISL_1921770","2021-04-15","B.1.351","beta"
"EPI_ISL_3246403","2021-04-15","B.1.351","beta"
"EPI_ISL_3356279","2021-04-15","B.1.524","B.1.524"
"EPI_ISL_3356280","2021-04-15","B.1.524","B.1.524"
"EPI_ISL_1787320","2021-04-16","B.1.351","beta"
"EPI_ISL_1805509","2021-04-16","B.1.351","beta"
"EPI_ISL_2621676","2021-04-16","B.1.524","B.1.524"
"EPI_ISL_2828708","2021-04-16","B.1.524","B.1.524"
"EPI_ISL_3246401","2021-04-16","B.1.1.7","alpha"
"EPI_ISL_3246402","2021-04-16","B.1.1.7","alpha"
"EPI_ISL_1787321","2021-04-17","B.1.351","beta"
"EPI_ISL_1919272","2021-04-17","B.1.351","beta"
"EPI_ISL_1919273","2021-04-17","B.1.351","beta"
"EPI_ISL_1919422","2021-04-17","B.1.351","beta"
"EPI_ISL_1919645","2021-04-17","B.1.351","beta"
"EPI_ISL_1919646","2021-04-17","B.1.351","beta"
"EPI_ISL_1919647","2021-04-17","B.1.351","beta"
"EPI_ISL_1919648","2021-04-17","B.1.351","beta"
"EPI_ISL_1919649","2021-04-17","B.1.351","beta"
"EPI_ISL_1919858","2021-04-17","B.1.524","B.1.524"
"EPI_ISL_1919859","2021-04-17","B.1.524","B.1.524"
"EPI_ISL_1919860","2021-04-17","B.1.524","B.1.524"
"EPI_ISL_2020075","2021-04-17","B.1.351","beta"
"EPI_ISL_2020076","2021-04-17","B.1.351","beta"
"EPI_ISL_2020077","2021-04-17","B.1.351","beta"
"EPI_ISL_2020078","2021-04-17","B.1.351","beta"
"EPI_ISL_2020165","2021-04-17","B.1.351","beta"
"EPI_ISL_2020166","2021-04-17","B.1.351","beta"
"EPI_ISL_2020167","2021-04-17","B.1.351","beta"
"EPI_ISL_2621677","2021-04-17","B.1.351","beta"
"EPI_ISL_2622006","2021-04-17","B.1.351","beta"
"EPI_ISL_2811877","2021-04-17","B.1.524","B.1.524"
"EPI_ISL_3246397","2021-04-17","B.1.1.7","alpha"
"EPI_ISL_3246398","2021-04-17","B.1.1.7","alpha"
"EPI_ISL_3246399","2021-04-17","B.1.351","beta"
"EPI_ISL_3246400","2021-04-17","B.1.351","beta"
"EPI_ISL_7972352","2021-04-17","B.1.351","beta"
"EPI_ISL_7972353","2021-04-17","B.1.524","B.1.524"
"EPI_ISL_1821883","2021-04-18","B.1.351","beta"
"EPI_ISL_1821884","2021-04-18","B.1.351","beta"
"EPI_ISL_3246392","2021-04-18","B.1.1.7","alpha"
"EPI_ISL_3246393","2021-04-18","B.1.1.7","alpha"
"EPI_ISL_3246394","2021-04-18","B.1.1.7","alpha"
"EPI_ISL_3246395","2021-04-18","B.1.1.7","alpha"
"EPI_ISL_3246396","2021-04-18","B.1.1.7","alpha"
"EPI_ISL_3492535","2021-04-18","B.1.351","beta"
"EPI_ISL_1972534","2021-04-19","B.1.351","beta"
"EPI_ISL_1972535","2021-04-19","B.1.351","beta"
"EPI_ISL_1972536","2021-04-19","B.1.351","beta"
"EPI_ISL_3246387","2021-04-19","B.1.351","beta"
"EPI_ISL_3246391","2021-04-19","B.1.351","beta"
"EPI_ISL_3246384","2021-04-20","B.1.1.7","alpha"
"EPI_ISL_3246385","2021-04-20","B.1.351","beta"
"EPI_ISL_3246386","2021-04-20","B.1.351","beta"
"EPI_ISL_3246388","2021-04-20","B.1.351","beta"
"EPI_ISL_3246389","2021-04-20","B.1.351","beta"
"EPI_ISL_3246390","2021-04-20","B.1.351","beta"
"EPI_ISL_3246422","2021-04-20","B.1.351","beta"
"EPI_ISL_2621621","2021-04-21","B.1.351","beta"
"EPI_ISL_2622007","2021-04-21","B.1.351","beta"
"EPI_ISL_2811876","2021-04-21","B.1.351","beta"
"EPI_ISL_2811884","2021-04-21","B.1.524","B.1.524"
"EPI_ISL_3246381","2021-04-21","B.1.351","beta"
"EPI_ISL_3246382","2021-04-21","B.1.351","beta"
"EPI_ISL_3246383","2021-04-21","B.1.351","beta"
"EPI_ISL_3246423","2021-04-21","B.1.351","beta"
"EPI_ISL_1972533","2021-04-22","B.1.524","B.1.524"
"EPI_ISL_1972539","2021-04-22","B.1.351","beta"
"EPI_ISL_2621622","2021-04-22","B.1.351","beta"
"EPI_ISL_2621623","2021-04-22","B.1.351","beta"
"EPI_ISL_2621664","2021-04-22","B.1.524","B.1.524"
"EPI_ISL_2815377","2021-04-22","B.1.351","beta"
"EPI_ISL_3246380","2021-04-22","B.1.351","beta"
"EPI_ISL_7972356","2021-04-22","B.1.351","beta"
"EPI_ISL_2622045","2021-04-23","B.1.524","B.1.524"
"EPI_ISL_2811874","2021-04-23","B.1.351","beta"
"EPI_ISL_3246376","2021-04-23","B.1.351","beta"
"EPI_ISL_3246377","2021-04-23","B.1.351","beta"
"EPI_ISL_3246378","2021-04-23","B.1.351","beta"
"EPI_ISL_2622046","2021-04-24","B.1.351","beta"
"EPI_ISL_2622047","2021-04-24","B.1.351","beta"
"EPI_ISL_3246364","2021-04-24","B.1.351","beta"
"EPI_ISL_3246366","2021-04-24","B.1.351","beta"
"EPI_ISL_3246367","2021-04-24","B.1.351","beta"
"EPI_ISL_3246371","2021-04-24","B.1.524","B.1.524"
"EPI_ISL_3246373","2021-04-24","B.1.1.7","alpha"
"EPI_ISL_8650058","2021-04-24","B.1.524","B.1.524"
"EPI_ISL_1972365","2021-04-25","B.1.351","beta"
"EPI_ISL_1972366","2021-04-25","B.1.351","beta"
"EPI_ISL_2620718","2021-04-25","B.1.524","B.1.524"
"EPI_ISL_2620728","2021-04-25","B.1.524","B.1.524"
"EPI_ISL_2620744","2021-04-25","B.1.524","B.1.524"
"EPI_ISL_2620745","2021-04-25","B.1.524","B.1.524"
"EPI_ISL_2625623","2021-04-25","B.1.351","beta"
"EPI_ISL_3246359","2021-04-25","B.1.351","beta"
"EPI_ISL_3246361","2021-04-25","B.1.351","beta"
"EPI_ISL_3246362","2021-04-25","B.1.351","beta"
"EPI_ISL_3246363","2021-04-25","B.1.351","beta"
"EPI_ISL_2535777","2021-04-26","B.1.351","beta"
"EPI_ISL_2621624","2021-04-26","B.1.351","beta"
"EPI_ISL_3246354","2021-04-26","B.1.1.7","alpha"
"EPI_ISL_3246355","2021-04-26","B.1.351","beta"
"EPI_ISL_3246424","2021-04-26","B.1.351","beta"
"EPI_ISL_3246429","2021-04-26","B.1.351","beta"
"EPI_ISL_2535775","2021-04-27","B.1.351","beta"
"EPI_ISL_2535776","2021-04-27","B.1.351","beta"
"EPI_ISL_3246425","2021-04-27","B.1.351","beta"
"EPI_ISL_3246426","2021-04-27","B.1.351","beta"
"EPI_ISL_3246428","2021-04-27","B.1.351","beta"
"EPI_ISL_3246430","2021-04-27","B.1.351","beta"
"EPI_ISL_1972356","2021-04-28","B.1.617.2","delta"
"EPI_ISL_2620901","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2621625","2021-04-28","B.1.351","beta"
"EPI_ISL_2621626","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2621627","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2621628","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2621629","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2621630","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2621631","2021-04-28","B.1.524","B.1.524"
"EPI_ISL_2622088","2021-04-28","B.1.351","beta"
"EPI_ISL_7972347","2021-04-28","B.1.351","beta"
"EPI_ISL_7972348","2021-04-28","B.1.351","beta"
"EPI_ISL_2091020","2021-04-29","B.1.617.2","delta"
"EPI_ISL_2811878","2021-04-29","B.1.351","beta"
"EPI_ISL_7972350","2021-04-29","B.1.351","beta"
"EPI_ISL_2090891","2021-04-30","B.1.351","beta"
"EPI_ISL_2091000","2021-04-30","B.1.351","beta"
"EPI_ISL_3162220","2021-04-30","B.1.351","beta"
"EPI_ISL_7972351","2021-04-30","B.1.351","beta"
"EPI_ISL_2811879","2021-05-01","B.1.351","beta"
"EPI_ISL_5782319","2021-05-01","B.1.351","beta"
"EPI_ISL_2091024","2021-05-02","B.1.617.2","delta"
"EPI_ISL_2535778","2021-05-02","B.1.351","beta"
"EPI_ISL_2625637","2021-05-02","B.1.351","beta"
"EPI_ISL_2683956","2021-05-02","B.1.351","beta"
"EPI_ISL_2090886","2021-05-03","B.1.351","beta"
"EPI_ISL_2090890","2021-05-03","B.1.351","beta"
"EPI_ISL_2620716","2021-05-03","B.1.351","beta"
"EPI_ISL_2811881","2021-05-03","B.1.351","beta"
"EPI_ISL_2811885","2021-05-03","B.1.351","beta"
"EPI_ISL_7972360","2021-05-03","B.1.524","B.1.524"
"EPI_ISL_2233382","2021-05-04","AY.76","delta"
"EPI_ISL_2379433","2021-05-04","B.1.617.2","delta"
"EPI_ISL_2379443","2021-05-04","AY.76","delta"
"EPI_ISL_2379650","2021-05-04","AY.76","delta"
"EPI_ISL_2535780","2021-05-04","B.1.351","beta"
"EPI_ISL_2625627","2021-05-04","B.1.524","B.1.524"
"EPI_ISL_2625628","2021-05-04","B.1.524","B.1.524"
"EPI_ISL_2625629","2021-05-04","B.1.524","B.1.524"
"EPI_ISL_2625630","2021-05-04","B.1.524","B.1.524"
"EPI_ISL_2625631","2021-05-04","B.1.524","B.1.524"
"EPI_ISL_2625633","2021-05-04","B.1.351.3","beta"
"EPI_ISL_2625635","2021-05-04","B.1.351.3","beta"
"EPI_ISL_2811866","2021-05-04","B.1.524","B.1.524"
"EPI_ISL_2811871","2021-05-04","B.1.351","beta"
"EPI_ISL_2811872","2021-05-04","B.1.351","beta"
"EPI_ISL_2811873","2021-05-04","B.1.351","beta"
"EPI_ISL_2811880","2021-05-04","B.1.351","beta"
"EPI_ISL_2854049","2021-05-04","B.1.351","beta"
"EPI_ISL_2854050","2021-05-04","B.1.351","beta"
"EPI_ISL_8500690","2021-05-04","AY.79","delta"
"EPI_ISL_2622089","2021-05-05","B.1.351","beta"
"EPI_ISL_2811875","2021-05-05","B.1.351","beta"
"EPI_ISL_2811882","2021-05-05","B.1.351","beta"
"EPI_ISL_2854051","2021-05-05","B.1.351","beta"
"EPI_ISL_3247358","2021-05-05","B.1.351","beta"
"EPI_ISL_7972332","2021-05-05","B.1.351","beta"
"EPI_ISL_7972333","2021-05-05","B.1.351","beta"
"EPI_ISL_2535779","2021-05-06","B.1.351","beta"
"EPI_ISL_2811883","2021-05-06","B.1.351","beta"
"EPI_ISL_2811886","2021-05-06","B.1.351","beta"
"EPI_ISL_3247403","2021-05-06","B.1.351","beta"
"EPI_ISL_7972335","2021-05-06","B.1.351","beta"
"EPI_ISL_7972336","2021-05-06","B.1.351","beta"
"EPI_ISL_7972341","2021-05-06","B.1.351","beta"
"EPI_ISL_7972342","2021-05-06","B.1.351","beta"
"EPI_ISL_7972343","2021-05-06","B.1.351","beta"
"EPI_ISL_2620715","2021-05-07","B.1.351","beta"
"EPI_ISL_2683498","2021-05-07","B.1.351","beta"
"EPI_ISL_3246346","2021-05-08","B.1.351","beta"
"EPI_ISL_2683247","2021-05-09","B.1.351","beta"
"EPI_ISL_2683496","2021-05-09","B.1.351","beta"
"EPI_ISL_3246345","2021-05-09","B.1.351","beta"
"EPI_ISL_5052026","2021-05-09","AY.23","delta"
"EPI_ISL_5052027","2021-05-09","AY.23","delta"
"EPI_ISL_5052028","2021-05-09","AY.23","delta"
"EPI_ISL_5417631","2021-05-09","AY.59","delta"
"EPI_ISL_6132035","2021-05-09","AY.59","delta"
"EPI_ISL_6970305","2021-05-09","AY.23","delta"
"EPI_ISL_7972345","2021-05-09","B.1.524","B.1.524"
"EPI_ISL_7972346","2021-05-09","B.1.351","beta"
"EPI_ISL_3246347","2021-05-10","B.1.351","beta"
"EPI_ISL_3246348","2021-05-10","B.1.351","beta"
"EPI_ISL_3246349","2021-05-10","B.1.351","beta"
"EPI_ISL_2650006","2021-05-12","B.1.351","beta"
"EPI_ISL_8745646","2021-05-12","AY.59","delta"
"EPI_ISL_2429137","2021-05-13","AY.59","delta"
"EPI_ISL_2684233","2021-05-13","B.1.351","beta"
"EPI_ISL_2685836","2021-05-13","B.1.351","beta"
"EPI_ISL_2684545","2021-05-14","B.1.351","beta"
"EPI_ISL_2685845","2021-05-14","B.1.351","beta"
"EPI_ISL_8254349","2021-05-14","B.1.351","beta"
"EPI_ISL_2550758","2021-05-15","B.1.617.2","delta"
"EPI_ISL_2550759","2021-05-15","B.1.617.2","delta"
"EPI_ISL_2429141","2021-05-16","AY.59","delta"
"EPI_ISL_2650005","2021-05-16","B.1.351","beta"
"EPI_ISL_2685841","2021-05-16","B.1.351","beta"
"EPI_ISL_2649998","2021-05-17","B.1.351","beta"
"EPI_ISL_2684231","2021-05-17","B.1.351","beta"
"EPI_ISL_2684232","2021-05-17","B.1.351","beta"
"EPI_ISL_2685835","2021-05-17","B.1.351","beta"
"EPI_ISL_4056146","2021-05-17","B.1.351","beta"
"EPI_ISL_2429136","2021-05-18","AY.59","delta"
"EPI_ISL_2429138","2021-05-18","B.1.617.2","delta"
"EPI_ISL_2685359","2021-05-18","B.1.351","beta"
"EPI_ISL_2685766","2021-05-18","B.1.351","beta"
"EPI_ISL_2685843","2021-05-18","B.1.351","beta"
"EPI_ISL_2685844","2021-05-18","B.1.351","beta"
"EPI_ISL_2549576","2021-05-19","AY.79","delta"
"EPI_ISL_2649999","2021-05-19","B.1.351","beta"
"EPI_ISL_2650007","2021-05-19","B.1.351","beta"
"EPI_ISL_2650010","2021-05-19","B.1.351","beta"
"EPI_ISL_2684234","2021-05-19","B.1.351","beta"
"EPI_ISL_2811887","2021-05-19","B.1.351","beta"
"EPI_ISL_5396015","2021-05-19","AY.76","delta"
"EPI_ISL_2550733","2021-05-20","AY.76","delta"
"EPI_ISL_2649991","2021-05-20","B.1.351","beta"
"EPI_ISL_2649994","2021-05-20","B.1.351","beta"
"EPI_ISL_2650430","2021-05-20","B.1.351","beta"
"EPI_ISL_2684235","2021-05-20","B.1.351","beta"
"EPI_ISL_2684236","2021-05-20","B.1.351","beta"
"EPI_ISL_2815971","2021-05-20","B.1.351","beta"
"EPI_ISL_3120236","2021-05-20","B.1.351","beta"
"EPI_ISL_2379748","2021-05-21","B.1.617.2","delta"
"EPI_ISL_2550714","2021-05-21","AY.59","delta"
"EPI_ISL_2550731","2021-05-21","AY.59","delta"
"EPI_ISL_3162221","2021-05-22","B.1.351","beta"
"EPI_ISL_2812704","2021-05-23","B.1.351","beta"
"EPI_ISL_3071859","2021-05-24","B.1.351","beta"
"EPI_ISL_4056144","2021-05-24","B.1.351","beta"
"EPI_ISL_4056145","2021-05-24","B.1.351","beta"
"EPI_ISL_2549562","2021-05-25","B.1.617.2","delta"
"EPI_ISL_2650499","2021-05-25","B.1.351","beta"
"EPI_ISL_2811959","2021-05-25","B.1.351","beta"
"EPI_ISL_2649992","2021-05-26","AY.79","delta"
"EPI_ISL_2854069","2021-05-26","B.1.351","beta"
"EPI_ISL_2650505","2021-05-27","B.1.351","beta"
"EPI_ISL_2812654","2021-05-27","B.1.351","beta"
"EPI_ISL_2549741","2021-05-28","AY.76","delta"
"EPI_ISL_2650004","2021-05-28","B.1.351","beta"
"EPI_ISL_4056173","2021-05-29","B.1.351","beta"
"EPI_ISL_2854048","2021-05-30","AY.76","delta"
"EPI_ISL_2650028","2021-05-30","B.1.351","beta"
"EPI_ISL_3162222","2021-05-31","AY.59","delta"
"EPI_ISL_2650001","2021-05-31","B.1.351","beta"
"EPI_ISL_2650002","2021-05-31","B.1.351","beta"
"EPI_ISL_5782336","2021-06-01","AY.59","delta"
"EPI_ISL_5428560","2021-06-02","B.1.351","beta"
"EPI_ISL_5782340","2021-06-02","AY.59","delta"
"EPI_ISL_2811998","2021-06-03","B.1.351","beta"
"EPI_ISL_2811984","2021-06-04","AY.79","delta"
"EPI_ISL_3071986","2021-06-04","AY.59","delta"
"EPI_ISL_2757941","2021-06-04","B.1.1.7","alpha"
"EPI_ISL_2757942","2021-06-04","B.1.1.7","alpha"
"EPI_ISL_2854053","2021-06-04","B.1.351","beta"
"EPI_ISL_3071987","2021-06-04","B.1.351","beta"
"EPI_ISL_2815331","2021-06-05","AY.59","delta"
"EPI_ISL_2854052","2021-06-05","AY.59","delta"
"EPI_ISL_2812706","2021-06-06","AY.79","delta"
"EPI_ISL_2650000","2021-06-07","B.1.351","beta"
"EPI_ISL_2757931","2021-06-08","AY.76","delta"
"EPI_ISL_2812026","2021-06-08","AY.79","delta"
"EPI_ISL_2812027","2021-06-08","AY.79","delta"
"EPI_ISL_2812028","2021-06-08","AY.79","delta"
"EPI_ISL_2812576","2021-06-08","B.1.351","beta"
